,name,instructions,ingredients
500,Balsamic Soy Roasted Garlic Mushrooms,"Toss the mushrooms in the oil, balsamic vinegar, soy sauce, garlic, thyme, salt and pepper, arrange in a single layer on a baking pan and roast in a preheated 400F/200C oven until the mushrooms are tender, about 20 minutes, mixing half way through.","2 pounds mushrooms; 1 tablespoon oil; 3 tablespoons balsamic vinegar; 2 tablespoons soy sauce (or tamari); 3 cloves garlic, chopped; 1/2 teaspoon thyme, chopped (or 1/4 teaspoon dried thyme); salt and pepper to taste"
501,Crispy Zucchini Black Bean Tacos,"Make the avocado sauce. Combine the avocado, garlic, cilantro, lime juice, honey, salt, cumin and ⅔ cup water in a blender. Pulse until smooth. (If you prefer a thinner sauce, just blend in a few extra splashes of water until the sauce reaches your desired consistency.) Sauté the veggies. Heat the oil over medium-high heat in a large nonstick sauté pan. Add the onion and zucchini and sauté, stirring occasionally, for 5-6 minutes or until cooked through. Add the garlic, chili powder, salt, cumin and sauté, stirring occasionally, for 2 minutes.  Mash the black bean filling. Scoot the veggie mixture to the edges of the pan and add the black beans and beer (or vegetable broth) to the empty space in the middle. Use a potato masher to gently mash most of the beans. Fold the veggie mixture into the black beans until evenly combined. Taste and season with additional salt and pepper if needed. (If the mixture seems too dry, you can also add in an extra splash of beer.) Assemble the tacos. Add about ⅓ cup of the black bean filling and a sprinkling of shredded cheese to each tortilla and gently fold in half to close. Repeat with the remaining tortillas and cheese until all of the black bean filling has been used. Cook the tacos. Clean the sauté pan and return it to the stove over medium heat. Mist the pan with olive oil spray, or drizzle a very thin layer of olive oil evenly around the pan. Add 3 tacos (or however many will fit in a single layer) and cook for 1 minute per side or until the bottom of the tortilla is lightly golden and crispy. Carefully flip the tacos and cook for 1 minute on the second side, then transfer the tacos to a serving plate. Repeat with the remaining tacos, adding more oil to grease the pan each time and adjusting the heat if needed so that the pan does not overheat. Serve. Serve the tacos immediately with the avocado sauce for dipping and enjoy!","1 tablespoon olive oil; 1 small white onion, diced; 1 medium (12-ounce) zucchini, diced into 1-cm pieces; 4 large cloves garlic, minced; 2 teaspoons chili powder; 1 teaspoons each: fine sea salt, ground cumin; 2 (15-ounce) cans black beans, rinsed and drained; 1/2 cup beer or vegetable broth; 12 small flour or corn tortillas; 2 cups (8 ounces) shredded Mexican-blend cheese; 1 ripe avocado, peeled and pitted; 2 large cloves garlic; 2 cups fresh cilantro leaves; 1/3 cup lime juice; 1 tablespoon honey; 1 teaspoon each: fine sea salt, ground cumin"
502,Creamy Butternut Squash Pasta,"On a large baking sheet lined with parchment paper, arrange the butternut squash, shallots, garlic and drizzle with olive oil and season with salt and pepper. Transfer into a 425-degree oven and roast for 25-30 minutes until the squash is fork tender.While the butternut squash is roasting, cook the pasta until al dente. Drain, reserving ½ cup of the cooking liquid.Once the squash is tender, remove and transfer to a blender with the garlic and shallots with chicken stock. Blend until smooth. Add the cream, nutmeg and reserved cooking liquid and continue to blender. Once smooth, taste and adjust seasoning as needed. Transfer the liquid to a medium pot and keep over low heat to keep warm.Add a few large spoonful’s of the sauce to the pasta and toss to combine. Continuing adding sauce until it’s as saucy as you want. Serve with pecorino, herbs and freshly cracked black pepper.","▢ 1 medium butternut squash peeled and cut into 2-inch cubes (about 4 cups once cubed); ▢ 2 shallots halved; ▢ 4 cloves garlic peeled; ▢ 2 tablespoons olive oil; ▢ 1 ½ cup chicken stock; ▢ 1 lb spaghetti; ▢ ½ cup heavy cream; ▢ Pinch of ground nutmeg; ▢ Kosher salt and freshly cracked black pepper; ▢ Grated pecorino; ▢ Fresh herbs like thyme basil, chives or parsley"
503,Cream Cheese Glaze,"In a large mixing bowl or stand mixer fitted with the whisk attachment, add cream cheese, butter, powdered sugar and vanilla extract. Beat on low, gradually increasing speed until smooth and free of clumps. Transfer to a microwave safe carafe, jar or large measuring cup, warm 20 seconds in the microwave or over low on the stovetop, stir and pour on top of your favorite desserts and breakfast pastries.",4 ounces cream cheese room temperature; ¼ cup butter room temperature; 1 cup powdered sugar sifted if clumpy; 1 teaspoon pure vanilla extract
504,Skillet Blueberry Cobbler,"Preheat oven to 350°. Toss 10 oz. fresh or frozen blueberries (about 2 cups blueberries), 3 Tbsp. fresh lemon juice, 2 tsp. (8 g) sugar, and a pinch of kosher salt in a medium bowl to combine, then, using your hands, coarsely crush berries. Let sit, stirring occasionally, until ready to use. Whisk 1 cup (125 g) all-purpose flour, 1½ tsp. baking powder, remaining ⅔ cup (133 g) sugar, and remaining 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt in a medium bowl to combine; stir in ½ cup whole milk into dry ingredients (batter will be thick). Melt ½ cup (1 stick) unsalted butter in a 10"" cast-iron skillet over medium heat. Remove pan from heat; scrape in batter. Spread into an even layer as much as possible (the butter will ooze over batter and pool at the sides). Spoon blueberry mixture, including any juices, over batter. Bake cobbler in oven until cake is golden brown and berries are juicy, 45–50 minutes. Serve warm topped with scoops of vanilla ice cream. Editor’s note: Head this way for more great blueberry dessert recipes →","10 oz. fresh or frozen blueberries (about 2 cups blueberries); 3 Tbsp. fresh lemon juice; 2 tsp. plus ⅔ cup (141 g) sugar; 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, plus more; 1 cup (125 g) all-purpose flour; 1½ tsp. baking powder; ½ cup whole milk; ½ cup (1 stick) unsalted butter;  Vanilla ice cream (for serving)"
505,Creamy White Chicken Chili,"Heat the olive oil in a large pot over medium heat. Add the onion and cook for 3-4 minutes or unti softened. Add the garlic, jalapeno peppers, and spices and cook for another 30 seconds or until fragrant. Add the chicken and broth. Cover partially and simmer for 20 minutes or until chicken is cooked through. Remove the chicken from the pot. Add the cream cheese into the pot and cover, allowing the cream cheese to “melt” for 3-4 minutes while you shred the chicken. Shred the chicken, and stir in cream cheese until fully incorporated and creamy. Return the chicken to the pot along with the beans, diced green chilis, cheese, and cilantro. Simmer for another 5 minutes. Serve immediately, top with sourcream, fresh avocado, green onions, cilantro and a drizzle of lime, if desired."," 2 tablespoons extra virgin olive oil;  1 medium yellow onion, chopped;  4-5 cloves garlic, minced or grated;  1 jalapeno pepper, seeded and chopped;  1 Tablespoon ground cumin;  1 teaspoon smoked paprika;  ¼ teaspoon black pepper;  Salt, to taste;  1 pound boneless skinless, chicken breasts or thighs;  4 cups low-sodium chicken broth;  4 ounces cream cheese;  2 (15 oz)  cans white cannellini beans, drained;  1 (4oz) can diced green chilis;  1 cup shredded cheddar cheese;  1/2 cup fresh cilantro, chopped;  For serving, sourcream, avocado, green onions, cilantro, shredded cheese, lime."
506,Creamy Parmesan Garlic Chicken,"Season chicken with salt and pepper. Heat olive oil in a large heavy skillet or pan. Add chicken to the pan and cook for 5-6 minute per side or until the outside is golden and the chicken is cooked through (cooking times will vary depending on the thickness of the chicken breasts). Remove chicken from the pan, reduce heat to low-medium, and add garlic; stir for 30 seconds. Add the cream, Italian seasoning, and parmesan cheese. Stir to combine. Stir in 1 cup of chopped spinach if desired. Simmer for another 2-3 minutes. Return chicken to the pan and simmer for another minute then turn off heat. Spoon sauce over chicken. Serve with pasta or veggies."," 4 small-medium chicken breasts, or 2 large halved;  salt and pepper, to taste;  2 tablespoons olive oil;  3-4 cloves garlic, minced;  1 cup light cream,  or heavy cream;  1 tablespoons Italian seasoning, or oregano;  1/2 cup parmesan cheese, grated;  1 cup spinach, chopped (optional)"
507,Summer Sweet Corn Salad,"Zest and juice the lemon. You'll need 2 Tbsp juice and ½ tsp zest. Combine the lemon juice, lemon zest, olive oil, basil, Dijon, salt, pepper, and chopped parsley in a bowl or jar. Whisk the ingredients in a bowl, or close the jar and shake until combined. Set the vinaigrette aside.  Bring a large pot of water to a boil for the pasta. Add a couple large pinches of salt to the pasta water, then add the pasta. Continue to boil until the pasta is tender (about 7 minutes), then drain in a colander. Rinse the pasta briefly with cool water, then allow it to drain well. While the pasta is cooking and draining, prepare the rest of the vegetables. Slice the corn kernels off the cobs, slice the grape tomatoes in half, dice the zucchini, finely dice the onion, and dice the avocado. Once the pasta has drained well and cooled, add it to a large bowl with the prepared vegetables. Pour the dressing over top, then toss until everything is evenly combined and coated in dressing. Season with a pinch of salt to taste, then serve.",1/4 cup olive oil; 1 fresh lemon; 1/4 tsp dried basil; 1 tsp Dijon mustard; 1/8 tsp salt; 1/8 tsp pepper; 1/4 cup chopped parsley; 8 oz. pasta shells; 2 cobs sweet corn; 1 pint grape tomatoes; 2/3 lb. zucchini; 1/4 cup diced red onion; 1 avocado
508,Easy Basque Cheesecake,"Heat oven to 425°F (218°C). Line a loaf pan (see Note at the end about size) with one big piece of parchment paper pressed into the corners and up the sides. I leave the excess paper extended up over the rim, which also helps protect you against overflow. Place loaf pan on a rimmed baking sheet, just in case there’s overflow (but I’ve never had any).  In a food processor or high-speed blender: Blend the sugar, cornstarch, and salt into the empty workbowl to combine. (Make sure the lid is on or the cornstarch will escape in a cloud of dust.) Cut the cold cream cheese into large chunks and add to the sugar mixture and blend until completely combined and the cream cheese is soft, scraping down the bowl once or twice. Add eggs, one at a time, and blend to combine then scrape down the sides of the workbowl (yes, each time). With the third egg, add the vanilla and lemon juice too before blending and scraping down the sides one more time. Add the cream and blend to evenly combine. With a handmixer: Combine sugar, cornstarch, and salt in a large mixing bowl. Add softened cream cheese and beat to combine, scraping down the bowl a few times as you do to make sure there’s no unmixed cream cheese. Add eggs, one at a time, beating to combine and scraping down the bowl between each. With the third egg, add the vanilla and lemon juice too before blending and scraping down the bowl one more time. Pour in the cream, beating on low speed until combined. All methods: Pour into prepared pan, making sure it all lands inside the parchment paper sling. Transfer to oven and bake for 40 to 50 minutes or until puffed, deeply golden brown, and moderately jiggly when the pan is shimmied. [Mine registered an internal temperature of 190 to 200°F, which is much higher than a typical cheesecake but the texture was perfect.] To finish and serve: Transfer cake in loaf pan to a cooling rack and cool at room temperature for 1 to 2 hours or transfer to the fridge and cool for one hour. The cheesecake can be served cool or at room temperature; the latter is traditional but both are delicious.  Use parchment paper to lift and remove cheesecake from loaf pan and transfer to a plate. Cut into just shy of 1-inch slices.  Do ahead: Leftover basque cheesecake keeps in the fridge for 5 to 7 days. Notes:  Cream cheese temperature: For the food processor option, the cream cheese can be cold from the fridge. For the handmixer, you’ll want the cream cheese at room temperature, softened. Loaf pan size: Since, like my blueberry muffin loaf, pumpkin loaf, and others, this yields a very full loaf pan, here is my standard disclaimer about loaf pan size: Very key here is the size of your loaf pan because this will fill out every speck of it before it is done. Mine holds 6 liquid cups (or 1420 ml); it’s 8×4 inches on the bottom and 9×5 inches on the top. If yours is even slightly smaller or you’re nervous, go ahead and scoop out a little to make a muffin or two on the side. When making this for the first time, place a sheet pan underneath, just in case it spills over but I can promise you that in many tests, mine never has. Baking temperature: I tested this many, many times at both 425°F and 450°F and even as of this publication moment, I’m torn on the “best” temperature. 450°F will bake in 40 minutes, tops, and has a more dramatically dark top. But, not everyone likes theirs that dark. 425°F can take up to 50 minutes and looks the way you see it here, deeply brown in areas but not throughout. Here’s the upshot: If yours doesn’t come out as dark as you’d like it, go for the higher temperature next time. Chocolate Basque Cheesecake: My husband has been asking for a chocolate version of this forever, and I finally caved for Father’s Day. I didn’t expect to love it too, but it was excellent and gone too fast. The adjustment is simple. I melted 5.5 ounces chopped semisweet chocolate into a splash of the cream, then whisked in rest of cold cream to cool it to room temperature. Add when you add the cream in the recipe above. I skipped the lemon juice. The pan is even fuller, so be careful, but mine didn’t spill over thanks to the extended sides of the sling of parchment paper.",2/3 cup (130 grams) granulated sugar; 1/3 cup (45 grams) cornstarch; 1/2 teaspoon kosher salt; 1 pound cream cheese (2 8-ounce/227-gram packages) [see Note at end]; 3 large eggs; 2 teaspoons (10 ml) vanilla extract or 1 teaspoon vanilla extract plus 1 teaspoon vanilla bean paste; 2 tablespoons (30 ml) lemon juice; 1 cup (235 ml) heavy cream
509,Beautiful courgette carbonara,"Put a large pan of salted water on to boil. Halve and then quarter any larger courgettes lengthways. Cut out and discard any fluffy middle bits, and slice the courgettes at an angle into pieces roughly the same size and shape as the penne. Smaller courgettes can simply be sliced finely. Your water will now be boiling, so add the penne to the pan and cook according to the packet instructions. To make your creamy carbonara sauce, separate the eggs and put the yolks into a bowl (saving the whites for another recipe). Add the cream and grate in half the Parmesan, and mix together with a fork. Season lightly with sea salt and black pepper, and put to one side. Heat a very large frying pan (a 35cm one is a good start – every house should have one!) and add a good splash of olive oil. Cut the pancetta or bacon into chunky lardons and fry until dark brown and crisp. Add the courgette slices and 2 big pinches of black pepper, not just to season but to give it a bit of a kick. Pick, chop and sprinkle in the thyme leaves (reserving any flowers), give everything a stir, so the courgettes become coated with all the lovely bacon-flavoured oil, and fry until they start to turn lightly golden and have softened slightly. It’s very important to get this next bit right or your carbonara could end up ruined. You need to work quickly. When the pasta is cooked, drain it, reserving a little of the cooking water. Immediately, toss the pasta in the pan with the courgettes, bacon and lovely flavours, then remove from the heat and add a ladleful of the reserved cooking water and your creamy sauce. Stir together quickly. (No more cooking now, otherwise you’ll scramble the eggs.) Get everyone around the table, ready to eat straight away. While you’re tossing the pasta and sauce, grate in the rest of the Parmesan and add a little more of the cooking water if needed, to give you a silky and shiny sauce. Taste quickly for seasoning. If you’ve managed to get any courgette flowers, tear them over the top, then serve and eat immediately, as the sauce can become thick and stodgy if left too long.","6 medium green and yellow courgettes; 500 g penne; 4 large eggs; 100 ml single cream; 1 small handful of Parmesan cheese; olive oil; 6 slices of back bacon; ½ a bunch of fresh thyme , (15g); a few courgette flowers , (optional)"
510,Slow Cooker Potato Soup,"Wash and dice the celery stalks, peel and dice the carrots, dice the onion, and mince the garlic. Wash, peel, and chop the potatoes into ½ – ¾ inch chunks. Add the potatoes, carrots, celery, onion, and the garlic to a 5 or 6 quart slow cooker or crock pot. Then add the Italian seasoning, salt, and freshly cracked black pepper to the slow cooker.  Pour the chicken broth over the vegetables and spices in the slow cooker. Stir all the ingredients together so that everything is evenly distributed. Place the lid on the slow cooker and cook on high for 3 hours. Once the potatoes are almost finished cooking, make a quick flour slurry by adding the flour and water to a small bowl and whisking together until smooth and there are no lumps. After the potato soup has cooked for 3 hours, check to make sure the potatoes are tender and can be easily pierced with a fork. Now add the slurry, heavy cream, and sour cream to the slow cooker. Stir well to combine, replace the lid, and continue to cook on high for an additional 10 minutes. During the last 10 minutes of cooking, while the slurry and heavy cream are thickening the soup, shred the cheddar cheese and slice the green onions. Remove the slow cooker lid then use a potato masher to mash the potato chunks into smaller pieces. Add ½ cup of the shredded cheese and half of the sliced green onions. Stir until the cheese has melted into the soup. Taste the soup and adjust the salt or black pepper to your liking. Use the remaining shredded cheese and green onions to garnish individual bowls. Serve hot and enjoy!","2 stalks celery; 2 carrots; 1 yellow onion; 3 cloves garlic; 3 lbs Yukon gold potatoes; 1 tsp Italian seasoning; 1 1/4 tsp salt; 1/2 tsp  freshly cracked black pepper; 3 cups chicken broth; 2 Tbsp all-purpose flour; 2 Tbsp water; 1/2 cup heavy cream; 1/2 cup sour cream; 1 cup shredded cheddar cheese, divided; 3 green onions, sliced & divided"
511,Non-nuclear fire noodles,"Mix the gochujang, sriracha, chicken bouillon powder, grated garlic, light soy, sugar and sesame oil together in a jug (pitcher). Bring a pot of water to the boil and cook the noodles according to the packet instructions. Add 4 tablespoons of the noodle water to the jug, then strain the noodles and rinse with cool water, separating the noodles with your fingers, to prevent them from sticking. Set aside. Heat the oil in a non-stick, heavy-based frying pan (skillet). Add the chicken pieces and sear on all sides. Once sealed, pour in the sauce from the jug and allow it to bubble away for 2–3 minutes or until the chicken is just cooked through. Add the noodles and spring onions (scallions), tossing to coat. Divide the noodles between two bowls. Make a little dent in the middle of each and plop in an egg yolk, if using. Sprinkle with the torn nori and crispy garlic and serve immediately.","1 tablespoon gochujang; 1 tablespoon sriracha , (or your favourite fruity hot sauce); ½ tablespoon chicken bouillon powder; 1 clove of garlic , grated; ½ tablespoon light soy sauce; ½ tablespoon golden caster (superfine) sugar; ½ tablespoon toasted sesame oil; 2 nests ramen noodles , (fresh or dried); 1 tablespoon neutral oil; 2 boneless chicken thighs , finely sliced; 2 spring onions (scallions) , finely sliced; 2 egg yolks , (optional); ½ a toasted nori sheet , torn into small pieces; 1 tablespoon crispy fried garlic"
512,DIY Chipotle Burrito Bowl,"For the Chicken Combine the vegetable oil, chopped chipotle peppers in adobo, garlic powder, cumin, dried oregano, and black pepper in a small bowl and stir to combine.Place the chicken in a large zip top plastic bag and add the marinade. Zip the bag and mix the chicken into the marinade. Place it into the fridge and let it marinate for at least 1 hour.Heat an indoor or outdoor grill to about 400 degrees F (medium high heat). Remove the chicken from the marinade and season with salt and pepper. Place the chicken onto the grill and grill 5 to 6 minutes per side, until the chicken is cooked. Remove the chicken from the grill and let rest for 10 minutes. Chop the chicken into small bite sized pieces and use as needed. For the Rice In a heavy saucepan, heat the oil over medium heat. Once hot, add the white rice and lime juice and sauté for 60 seconds to toast the rice.Add the water and bring the rice to a boil. Cover and reduce the heat to low and cook until the rice is tender and all the water is absorbed.Add in the cilantro and fluff rice with a fork. To assemble Arrange equal parts of the white rice and chopped grilled chicken in 4 bowls. Top with equal parts of the pinto beans, corn, guacamole, pico and cheese. Season with salt and pepper as needed and serve immediately.","▢ 1 tablespoon vegetable oil; ▢ 2 chipotle peppers in adobo finely chopped; ▢ 1 teaspoon garlic powder; ▢ 1 teaspoon ground cumin; ▢ ½ teaspoon dried oregano; ▢ ½ teaspoon black pepper; ▢ ½ teaspoon kosher salt; ▢ 4 boneless skinless chicken thighs (or 3 boneless, skinless chicken breasts); ▢ 1 teaspoon vegetable oil; ▢ 1 cup white basmati rice; ▢ 2 cups water; ▢ 1 lime; ▢ 2 tablespoons freshly chopped cilantro; ▢ kosher salt to taste; ▢ 1 cup pinto beans warmed; ▢ 1 cup frozen charred corn warmed; ▢ 1 cup guacamole; ▢ 1 cup pico de gallo; ▢ ½ - ¾ cup finely shredded monterey jack cheese"
513,French Onion Burgers,"Make Horseradish Aioli by mixing the ingredients together in a bowl at least 30 minutes (or up to 2 weeks) before assembling burgers. Season and form patties: Sprinkle the onion soup mix all over the ground beef and use your hands to gently mix it into the meat (be careful not to over-mix the meat). Divide into 6 equal portions and gently form into ½ inch thick patties that are wider than the burger buns (as they will shrink). Use your thumb to press an indentation into the center of each patty. Cover and set aside. Make caramelized onions: Melt butter in a large skillet over medium high heat. Add onions to the pan in an even layer and leave them until they begin to brown. Once they start to brown on the bottom, stir in sugar and vinegar. Season with salt and pepper. Cook, stirring occasionally until browned, about 15 minutes. Grill burgers: Preheat grill to medium high heat. Place patties on hot grill, indent-side up. Close grill lid and cook for 3-4 minutes, until the bottom of the burger is seared and juices are accumulating on top of the burger. Flip and cook an additional 3-4 minutes or until cooked to desired doneness (130-150 degrees). Add cheese on burgers during the last minute of cooking. Remove to a plate and allow to rest for a few minutes before assembling. Assemble: Toast burger buns if desired and place a spoonful of aioli on the buns. Top with burger patty, bacon, caramelized onions and arugula or lettuce, then top bun. Serve with fries, fresh fruit, or a side salad.",1 ½ pounds ground chuck*; 1 Onion Soup Mix; 2 onions; 2 Tablespoons butter; 1 Tablespoons balsamic vinegar; 1/2 Tablespoon granulated sugar; salt and pepper; 6 slices Gruyere cheese; 6 slices cooked bacon; Baby arugula; 6 hamburger buns; 1/2 cup mayonnaise; 1 Tablespoon horseradish; 1/2 teaspoon fresh lemon juice; 1 garlic clove; 1 dash salt
514,Pimento Cheese,"In a large mixing bowl or the bowl of your stand mixer, combine the cheddar, cream cheese, pimento peppers, mayonnaise, garlic powder, onion powder, cayenne pepper and jalapeño (if using), and several twists of black pepper. Beat the mixture together with a hand mixer, your stand mixer, or by hand with a sturdy wooden spoon or spatula. Beat until the mixture is thoroughly combined. Taste, and add more black pepper if desired, and/or salt for more overall flavor (I usually add a pinch of two). If you’d like your pimento cheese to have more of a kick, add another pinch of cayenne. Blend again. Transfer the mixture to a smaller serving bowl. Serve your pimento cheese immediately, or chill it in the refrigerator for up to 1 week. Pimento cheese hardens as it cools; let it rest for 30 minutes at room temperature to soften.","2 cups freshly grated extra-sharp Cheddar cheese; 8 ounces cream cheese, cut into 1” cubes and softened at room temperature*; 4 ounces pimento peppers**, well drained and chopped if in strips; 2 tablespoons mayonnaise (Duke’s is traditional but I also like Sir Kensington’s); ¼ teaspoon garlic powder; ¼ teaspoon onion powder; ¼ teaspoon ground cayenne pepper (decrease or omit if sensitive to spice); ½ medium jalapeño pepper, ribs and seeds removed, and minced (about 1 tablespoon; omit if sensitive to spice); Freshly ground black pepper, to taste; Salt, to taste"
515,Peach Brussels Sprouts Crunch Salad,"In a small bowl mix together tahini, lemon juice, maple syrup/honey, dijon mustard, poppyseeds, onion powder, salt and water to thin the dressing. Taste and add more maple syrup or honey if you like your poppyseed dressing a bit sweeter. Next, shred the brussels sprouts by using a food processor with the slicing attachment and pulse until the brussels sprouts are thinly sliced. If you don’t have a food processor, feel free to use a sharp knife to thinly slice. You also have the option of buying already shredded/shaved brussels sprouts in a bag from the store. Add brussels to a large bowl and pour the dressing all over. Use tongs to coat the brussels with the dressing. Let the dressing sit and marinate the brussels for 10-15 minutes. While the brussels marinate and soak up the dressing, you can chop and prep all your other ingredients. Finally make your nut crunch mixture: place sliced almonds and pumpkin seeds in a skillet over medium heat. Toast for 3-5 minutes, stirring frequently until they turn slightly golden brown and fragrant, then turn off heat and immediately add in maple syrup and a pinch of sea salt. Stir for 30 more seconds to coat, then transfer to a plate or piece of parchment paper to cool for a few minutes. Some of the nuts will slightly stick together but this is what we want for the ‘nut crunch’ in the salad. Allow to cool for 5 minutes. Add the sliced peaches to the brussels salad along with the nut crunch mixture and feta crumbles and toss to combine. Enjoy!","1 batch tahini poppy seed dressing; For the salad:; 1 pound brussels sprouts, outer yellow leaves and stems removed, and shredded; 2 cups sliced peaches (from about 2 large or 3 medium peaches); ⅓ cup feta crumbles (optional but delicious!); For the nut crunch mixture:; ⅓ cup sliced almonds; 1/4 cup raw pepitas (pumpkin seeds); ½ tablespoon pure maple syrup; Sea salt"
516,Summer Bean Gribiche,"Working in batches by type (thick beans will take longer than thin ones), cook 1 lb. mixed snap beans (such as green, wax, and/or Romano), trimmed, in a large pot of boiling salted water until crisp-tender, 2–6 minutes per batch, depending on type. Using tongs, transfer to a large bowl of ice water and let cool. Using a slotted spoon and working one at a time, carefully lower 5 large eggs into same pot of boiling water. Cook, adjusting heat as needed to maintain a simmer, 9 minutes. Transfer eggs to bowl of ice water with beans; let cool. Drain beans and eggs; pat beans dry with a kitchen towel or paper towels and peel eggs. Cut 1 egg in half lengthwise; remove yolk and transfer to a large bowl. Tear or coarsely chop egg white and remaining whole eggs into large pieces; set aside. Add ⅓ cup extra-virgin olive oil, 3 Tbsp. white wine vinegar, 2 Tbsp. Dijon mustard, ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt, and ½ tsp. freshly ground pepper to bowl with egg yolk and whisk until creamy and emulsified. Add 1 large shallot, thinly sliced into rings, ¼ cup finely chopped cornichons, 2 Tbsp. coarsely chopped drained capers, and ¼ cup coarsely chopped tender herbs (such as parsley and/or dill); mix to coat. Let dressing sit at least 10 minutes and up to 30 minutes. Add beans to dressing and toss until well coated. Add reserved torn eggs and toss very gently to keep eggs in large pieces. Taste bean gribiche and season with more salt if needed. Transfer bean gribiche to a platter; spoon any dressing and eggs remaining in bowl over. Top with more herbs and season with more pepper. Do Ahead: Beans can be blanched 1 day ahead. After patting dry, transfer to an airtight container; cover and chill.","1 lb. mixed snap beans (such as green, wax, and/or Romano), trimmed; ½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt, plus more; 5 large eggs; ⅓ cup extra-virgin olive oil; 3 Tbsp. white wine vinegar; 2 Tbsp. Dijon mustard; ½ tsp. freshly ground pepper, plus more; 1 large shallot, thinly sliced into rings; ¼ cup finely chopped cornichons; 2 Tbsp. coarsely chopped drained capers; ¼ cup coarsely chopped tender herbs (such as parsley and/or dill), plus more for serving"
517,Grilled Green Beans,"In a large mixing bowl, combine green beans, oil, salt and pepper (and any optional seasonings). Toss. Optional: Allow to marinate 15-30 minutes. Preheat grill to medium heat. Brush grate with oil. Add green beans to grate, horizontally or at an angle. (You can also use a grill basket for ease, but we love the grill marks.) Grill 4 minutes until slightly charred and rotate. Grill 3-4 minutes longer after turning, and remove from heat.","1 pound green beans fresh, trimmed; ¼ cup olive oil extra virgin; ¼ teaspoon pepper fresh ground, largest flake; salt to taste"
518,Japanese Eggplant With Cashews and Chiles,"Preheat oven to 425°. Using the tip of your knife, lightly score cut sides of 6 medium Japanese eggplants (about 1½ lb.), halved lengthwise, spacing cuts ¼"" apart and creating a crosshatch pattern. Place, cut side up, on a rimmed baking sheet. Drizzle ⅓ cup extra-virgin olive oil over; season with kosher salt. Roast until lightly browned and tender, 20–30 minutes, depending on thickness. Heat broiler (leave eggplant in oven). Broil eggplant until browned on top, 3–6 minutes (watch carefully; depending on your broiler, this could happen very quickly or take more time). Meanwhile, cook 10 garlic cloves, thinly sliced, and remaining ½ cup extra-virgin olive oil in a small skillet over medium-high heat, swirling occasionally, until garlic is barely golden and crisp, 6–9 minutes. Pour into a fine-mesh sieve set over a small bowl; reserve pan. Sprinkle garlic with a pinch of salt and toss to combine. Transfer crispy garlic to a medium bowl; set aside. Combine 1 cup coarsely chopped raw cashews and garlic oil in reserved pan; reserve sieve and bowl. Set pan over medium-high heat and cook, stirring often, until cashews are starting to turn golden, about 3 minutes. Add 2 large Fresno chiles, ribs and seeds removed, finely chopped, and cook, stirring often, until cashews are golden brown and oil has turned orange, about 1 minute. Pour oil through reserved sieve set over bowl; set chile-garlic oil aside. Season cashews and chiles with a pinch of salt and toss to combine. Transfer to bowl with reserved crispy garlic. Arrange eggplant, cut side up, on a platter. Add 3 Tbsp. sherry vinegar or red wine vinegar, ½ tsp. sugar, and reserved chile-garlic oil to cashew mixture and toss to coat. Taste salsa macha and season with more salt if needed. Spoon over eggplant, including oil, then scatter cilantro leaves with tender stems on top.","6 medium Japanese eggplants (about 1½ lb.), halved lengthwise; ⅓ cup plus ½ cup extra-virgin olive oil;  Kosher salt; 10 garlic cloves, thinly sliced; 1 cup coarsely chopped raw cashews; 2 large Fresno chiles, ribs and seeds removed, finely chopped; 3 Tbsp. sherry vinegar or red wine vinegar; ½ tsp. sugar;  Cilantro leaves with tender stems (for serving)"
519,BA's Best Piña Colada,"Place ½ fresh pineapple, peeled, cut into 1½"" pieces in a resealable plastic bag, laying them flat. Freeze until solid, at least 3 hours. Purée frozen pineapple, 6 oz. sweetened cream of coconut, 2 oz. unsweetened coconut milk, 8 oz. white rum, 1 oz. fresh lime juice, and 3 cups ice in a blender until smooth. Transfer blender jar to freezer; freeze until mixture is thickened (it should be the consistency of a milkshake), 25–35 minutes. Blend again until mixture is the perfect slushy frozen drink consistency. Divide among 4 glasses. Top off each with ½ oz. dark rum (if using) and garnish each with a maraschino cherry and a lime wedge. Do Ahead: Pineapple can be chopped 3 months ahead; keep frozen. Piña colada can stay in freezer up to 4 hours after first blend. Editor’s note: This piña colada cocktail recipe was first printed in February 2016. Head this way for more of our best summer cocktails →","½ fresh pineapple, peeled, cut into 1½"" pieces; 6 oz. sweetened cream of coconut (preferably Coco López; well shaken before measuring); 2 oz. unsweetened coconut milk (well shaken before measuring); 8 oz. white rum; 1 oz. fresh lime juice; 2 oz. dark rum (optional);  Maraschino cherries and lime wedges (for serving); 3 cups ice (about 15 oz.)"
